PlayerID,Name,Age,Nationality,Club,Position,MatchesPlayed,Goals,Assists,YellowCards,RedCards,MarketValue
P03231,Yusuf Popov,33.0,Brazil,Rangers,Midfielder,41.0,7.0,0.0,1.0,0.0,32500000.0
P00692,Henry Khan,25.0,Nigeria,Atletico Madrid,CDM,25.0,0.0,0.0,0.0,0.0,16043985.0
P02755,Nicolas Mensah,27.0,Germny,Borussia dortmund,DEF,20.0,0.0,0.0,2.0,0.0,17869501.0
P04864,Ethan O'Neill,22.0,Bra,Porto,Forward,20.0,4.0,0.0,0.0,1.0,32500000.0
P00970,Ezequiel-Okeke,33.0,Spain,Borussia Dortmund,RM,37.0,0.0,8.0,6.0,0.0,32799999.999999996
P00634,Liam Jones,25.0,En,Paris Saint-Germain,CAM,33.0,0.0,1.0,0.0,0.0,32500000.0
P04093,Elijah Jackson,24.0,Ngr,Feyenoord,DEF,24.0,0.0,30.0,3.0,1.0,32500000.0
P04078,Lucas-Martin,28.0,Bra,Lazio,GK,15.0,0.0,10.0,4.0,0.0,45527686.0
P01322,William Martinez,21.0,Côtee D'Ivoire,Napoli,RB,9.0,0.0,0.0,0.0,0.0,32500000.0
P01832,Mohamed Silva,25.0,Poland,RB Leipzig,LB,37.0,0.0,1.0,6.0,1.0,32500000.0
P02179,Liam Jackson,34.0,Brazil,AC Milan,Defender,29.0,1.0,3.0,0.0,0.0,26315820.0
P01418,Levi Brown,23.0,Arg,Rangers,RM,30.0,0.0,1.0,10.0,0.0,21400000.0
P01783,Kofi Hernández,18.0,France,Porto,MF,39.0,4.0,7.0,0.0,0.0,87787382.0
P04716,Levi Hernandez,25.0,Eng,Arsenal,DE F,17.0,0.0,1.0,3.0,0.0,5310332.0
P04702,Levi Popov,25.0,Por,Chelsea,RM,2.0,0.0,0.0,0.0,0.0,40640000.0
P04119,sebastian abdullah,26.0,Arg,Celtic,Goalkeeper,0.0,0.0,3.0,0.0,0.0,38793077.0
P01653,Oliver Johnson,18.0,Wal,Liverpool,Forward,16.0,4.0,2.0,5.0,1.0,25460000.0
P01484,Ivan ernández,28.0,England,Real Madrid,ST,0.0,9.0,1.0,2.0,0.0,32500000.0
P02276,Andres Kowalski,22.0,Unknown,Rangers,CDM,5.0,0.0,0.0,0.0,0.0,32500000.0
P00878,Marco Wilson Okeke,20.0,Fra,TottenhAm,RM,27.0,0.0,0.0,0.0,0.0,32665993.0
P03526,Daniel X. Moore,29.0,Arg,Bayern Munich,DEF,0.0,0.0,0.0,1.0,0.0,32500000.0
P02017,Jackson Taylor,25.0,Arg,PSV Eindhoven,FWD,20.0,4.0,0.0,1.0,0.0,12465999.0
P00427,Yusuf Mller,28.0,Sweden,Real Madrid,CB,0.0,0.0,1.0,3.0,0.0,32500000.0
P00627,Henry Martinez,25.0,Nigeria,A jax,CDM,1.0,0.0,0.0,1.0,0.0,43154388.0
P01590,Ethan Popov,28.0,Gh,Celtic (loan),LB,12.0,0.0,1.0,3.0,0.0,34457000.0
P02224,Sergio Hernandz,22.0,Ned,Feyenoord,Goalkeeper,9.0,0.0,0.0,1.0,0.0,43420000.0
P02218,Carlos-Novak,25.0,Arg,Inter Milan,LM,0.0,0.0,4.0,2.0,0.0,24570000.0
P04484,Samuel Russo,18.0,Poll,Sveilla,LM,30.0,0.0,0.0,6.0,0.0,33500000.0
P01486,Hsasan X. Jones,17.0,Brazil,Barcelona,ST,11.0,5.0,1.0,0.0,0.0,54047673.0
P01740,luis popov,25.0,Netherlands,Porto,CB,26.0,1.0,2.0,3.0,0.0,26320000.0
P02481,Luis Santos,25.0,Sco,RanGers,RM,35.0,0.0,0.0,1.0,0.0,29700000.0
P02585,Levi B. Thomas,22.0,Poland,Ajax,CDM,15.0,0.0,0.0,0.0,0.0,32500000.0
P02894,Hassan H. Martin,22.0,Nigeria,Porto,DEF,31.0,0.0,6.0,1.0,0.0,52700000.0
P00150,James Davis,22.0,Far,Barcelona,MF,70.0,8.0,2.0,0.0,0.0,45619576.0
P00677,Liam Miller,26.0,Pol,Juventus,DEF,39.0,0.0,4.0,0.0,0.0,59500000.0
P01262,Liam Silva,25.0,Ghana,Borussia Dortmund,RB,3.0,0.0,0.0,1.0,0.0,39800000.0
P04918,Levi-Davis,25.0,Wal,Benfica,MF,0.0,3.0,0.0,2.0,0.0,32500000.0
P00013,Sergio Nguyen,25.0,Portugal,RB Leizig,Defender,49.0,0.0,0.0,5.0,0.0,50360395.0
P01834,Lucas-Khan,26.0,Sco,Manchester City,FWD,0.0,10.0,4.0,0.0,0.0,20225581.0
P03249,ChuKwu Khan,25.0,Eng,Ajax,FWD,15.0,0.0,1.0,2.0,0.0,39850000.0
P01492,CHUKWU OKEKE,20.0,Unknown,PSV Eindhove n(loan),Forwar d,40.0,3.0,0.0,0.0,0.0,32255000.0
P02728,IVAN O. BROWN,21.0,Unknown,Porto,RB,0.0,0.0,1.0,2.0,0.0,22700000.0
P03687,lucas jones,25.0,England,Chelsea,Goalkeeper,24.0,0.0,4.0,1.0,0.0,64298108.0
P01425,Samuel Hernandez,24.0,Netherlands,Feyenoord,GK,0.0,0.0,0.0,1.0,0.0,38600000.0
P04606,William Brown,27.0,Swe,Lazio (loan),RM,3.0,0.0,1.0,1.0,0.0,32500000.0
P04596,Lucas Popov,23.0,Sco,LiverpoOl,CB,26.0,0.0,0.0,0.0,0.0,40000000.0
P00732,Adebayo Ali,31.0,Poland,Rangers,ST,17.0,6.0,2.0,0.0,0.0,32500000.0
P01232,Diego Z. Kowalski,21.0,France,Boussia Dortmund,DEF,33.0,0.0,1.0,4.0,0.0,44504000.0
P01635,MATEO RODRIGUEZ,26.0,Bra,RB eLipzig,RB,49.0,0.0,7.0,30.0,0.0,32500000.0
P03937,Jackson Wilson,20.0,Portugal,Juventus,CB,10.0,0.0,3.0,0.0,0.0,32500000.0
P01211,Henry Gonzalez,19.0,Germany,Real Madrid,Forward,2.0,2.0,1.0,0.0,0.0,19560000.0
P03269,Mason Nguyen,25.0,Dnk,PSV Eindhoven,ST,11.0,1.0,0.0,0.0,0.0,32500000.0
P01935,Chukwu X. Hernnádez,28.0,Eng,Lazio,CAM,17.0,0.0,1.0,0.0,0.0,32500000.0
P00554,Omar O. Okeke,24.0,Swden,Sevilla,MF,34.0,4.0,4.0,0.0,0.0,32500000.0
P00492,Alexander Garcia,28.0,Unknown,Benfica,FWD,25.0,10.0,2.0,4.0,0.0,32500000.0
P02963,Sergio-Novak,30.0,Nigeria,Manchester City,CAM,19.0,0.0,0.0,0.0,0.0,26720000.0
P02330,Lucas M. Khan,30.0,Dnk,Tottenham,CDM,32.0,0.0,3.0,0.0,0.0,56018384.0
P02196,Yusuf Khan,26.0,Eng,Sevilla,LB,26.0,0.0,1.0,1.0,0.0,32500000.0
P03065,Yusuf Martin,16.0,Spain,Napoli,ST,70.0,4.0,1.0,0.0,0.0,18036000.0
P00658,Elijah Mensah,28.0,Gh,Atletico Madrid,MF,6.0,0.0,0.0,2.0,0.0,32500000.0
P02375,Jacob Lopez,21.0,Polnad,Zaalek,RM,27.0,0.0,2.0,1.0,0.0,33844702.0
P02226,Alexander T. Brown,23.0,Sweden,Paris Saint-Germain (loan),FWD,13.0,6.0,0.0,2.0,0.0,45161000.0
P04265,omar abdullah,21.0,France,Manchester United (loan),LB,26.0,0.0,2.0,0.0,0.0,32500000.0
P01171,Henry Santos,30.0,Gha Na,Tottenham,FWD,7.0,3.0,0.0,2.0,0.0,32500000.0
P00133,Alexander Schmidt,27.0,Scotland,Juventus,Forward,26.0,5.0,0.0,3.0,0.0,47300000.0
P00472,sergio taylor,25.0,Unknown,Zamalek,FWD,0.0,12.0,2.0,5.0,0.0,12065000.0
P03226,Oliver Müller,31.0,United States,Rangers,LB,0.0,0.0,0.0,1.0,1.0,22772690.0
P01406,Jacob Santos,25.0,Wales,Rangers,Forward,21.0,0.0,0.0,1.0,1.0,14300000.0
P02877,Chukwu-Abdullah,23.0,Nigeria,Lazio,Midfielder,31.0,9.0,2.0,2.0,0.0,32500000.0
P04505,Mason Santos,20.0,Brazil,PSV Eindhoven,Goalkeeper,23.0,0.0,2.0,4.0,0.0,52000000.0
P04693,Adebayo Moore,21.0,Denmark,Liverpool,Goalkeeper,23.0,0.0,1.0,3.0,0.0,32500000.0
P02827,Omar Novak,27.0,United States,Atletico Madrid,CDM,22.0,0.0,10.0,6.0,0.0,32500000.0
P00288,James Fernandez,21.0,Eng,Arseanl,ST,0.0,0.0,0.0,3.0,0.0,32500000.0
P01870,Michael Thomas,25.0,Argentina,Sevilla,CAM,37.0,0.0,2.0,4.0,0.0,37300000.0
P03115,Hassan Davis,25.0,Ned,Lazio,CAM,16.0,0.0,0.0,3.0,0.0,32500000.0
P03626,James-Davis,27.0,Wales,Real M adrid,CAM,0.0,0.0,10.0,3.0,0.0,38654947.0
P02313,Jacob Kowalski Wilson,27.0,Dnk,Bayern Munich,Forward,8.0,3.0,0.0,1.0,1.0,57770000.0
P04924,Diego Kowalski,21.0,Ngr,Bayern Munich,Forward,0.0,0.0,6.0,4.0,1.0,44890000.0
P01619,L uis Fernandez,25.0,Ngr,Bayern uMnich,GoalkEeper,8.0,0.0,0.0,2.0,0.0,37591000.0
P00995,Ivan Thomas,28.0,Eng,Atletico Madrid,CAM,0.0,0.0,0.0,0.0,0.0,33828482.0
P01804,Ethan T. Fernandez,25.0,Argentina,Lazio,MF,30.0,2.0,1.0,0.0,0.0,37575899.0
P02643,Marco Abdullah,24.0,Gh,RB Leipzig,RB,27.0,0.0,4.0,7.0,0.0,32500000.0
P04803,ch ukwu müller,24.0,Ngr,Real Madrid,CAM,18.0,0.0,0.0,0.0,0.0,32500000.0
P03536,Ethan S. Martin,25.0,Scotland,Napoli,Defender,0.0,2.0,2.0,1.0,0.0,52800000.0
P04832,Mason Wilosn,25.0,Nigerai,Roma,DEF,12.0,0.0,1.0,2.0,0.0,32500000.0
P03912,Nicolas Lopez,28.0,England,Ajax,LB,0.0,0.0,0.0,0.0,0.0,45100000.0
P02108,Mohamed Jackson,24.0,Esp,Ajax,Midf ielder,15.0,0.0,1.0,3.0,1.0,56100000.0
P03045,Alexander Okeke,22.0,Ivory Coast,Borussia Dortmund,LB,1.0,0.0,0.0,0.0,0.0,32500000.0
P00417,Ibrahim Lopez,23.0,Esp,M anchester City,ST,12.0,6.0,1.0,3.0,0.0,30200000.0
P00978,Samuel Hernández,26.0,United States,Arsenal (loan),CAM,4.0,0.0,0.0,0.0,0.0,18253128.0
P02418,Noa Abdullah,27.0,Wal,Roma,Forward,3.0,2.0,0.0,0.0,0.0,32500000.0
P00506,Michael F. Smith,25.0,Côt D'Ivoire,Tottenham,RM,33.0,0.0,0.0,5.0,0.0,32500000.0
P04153,Daniel Wilson,24.0,Spain,Al Ahly,CDM,33.0,0.0,0.0,4.0,0.0,45371000.0
P04256,Adebyo O'Neill,27.0,Portugal,Juventus,RB,11.0,0.0,0.0,1.0,0.0,24045461.0
P03942,Ahmed Miller,22.0,Eng,Celtic,LM,30.0,0.0,3.0,2.0,0.0,25886957.0
P00415,MICHAEL C. RUSSO,22.0,Germany,Chelsea,LM,22.0,0.0,0.0,3.0,0.0,19265384.0
P04149,Logan Costa,24.0,Spain,Porto (loan),DEF,35.0,0.0,4.0,2.0,0.0,49900000.0
P01184,Mateo Okeke,22.0,Eng,Bayern Munich (loan),Defender,0.0,0.0,0.0,8.0,0.0,21400000.0
P00486,Ezequiel Miller,19.0,Côte D'Ivoire,Arsenal,Defender,12.0,0.0,0.0,2.0,0.0,27700000.0
P00894,Sebastian-Johnson,22.0,United States,Feyenoord,MF,0.0,1.0,10.0,2.0,0.0,51940109.0
P00806,Oliver Lopez,25.0,Wal,Benfica  (loan),MF,46.0,5.0,0.0,3.0,0.0,11900000.0
P00556,Carlos Rodriguez,22.0,Spain,Napoli,Goalkeeper,0.0,0.0,0.0,0.0,0.0,20455428.0
P03826,Ahmedd Williams,25.0,Swe,Poro,MF,43.0,3.0,4.0,3.0,0.0,47040000.0
P01198,Diego Rossi,25.0,Scotland,Arsenal,CB,0.0,0.0,1.0,5.0,0.0,4600000.0
P04254,William Smith,27.0,Swe,Barcelona,GK,0.0,0.0,3.0,0.0,0.0,35990000.0
P04059,Michael W. Johnson,23.0,United States,Ajax,CAM,7.0,0.0,0.0,0.0,0.0,32500000.0
P01294,Diego Fernandez,19.0,Ivory Coast,Celtic,RB,12.0,0.0,3.0,2.0,0.0,40612000.0
P02222,Henry Martinez,26.0,Côte D'Ivoire,Celtic,FWD,16.0,4.0,0.0,5.0,0.0,32500000.0
P03505,Sebastian Rossi,23.0,Fra,Barrcelona,Goalkeeper,20.0,0.0,0.0,0.0,0.0,48300000.0
P03655,michael wilson,23.0,Denmark,Rangers,CDM,16.0,0.0,0.0,3.0,0.0,37856654.0
P04759,Noah Johnson,25.0,Spain,Porto,CDM,20.0,0.0,3.0,0.0,0.0,40800000.0
P03007,Ezequiel Miller,27.0,England,Rangers,CDM,13.0,0.0,1.0,4.0,0.0,32500000.0
P02094,Mohamed O'Neill,22.0,Portugal,Arsenal,DEF,13.0,0.0,1.0,0.0,0.0,32500000.0
P02188,Sebastian-Khan,28.0,Arg,Inter Milan,Goalkeeper,46.0,0.0,3.0,0.0,0.0,50500000.0
P03037,Ethan Müller,21.0,Brazil,Real Madrid,Forward,46.0,17.0,0.0,5.0,0.0,32500000.0
P03919,chukwu martin,19.0,England,Zama lek,CB,0.0,0.0,1.0,2.0,0.0,32500000.0
P01273,Adebayo Okeke,21.0,Ar G,tottenham,Goalkeeper,24.0,0.0,1.0,7.0,0.0,16750000.0
P00291,Ivan Khan,26.0,Eng,Atletico Madrid,LB,6.0,0.0,1.0,0.0,0.0,32500000.0
P04828,Ibrahim Y. Nguyen,26.0,Por,Ragers,Forwrd,25.0,11.0,30.0,2.0,0.0,34700000.0
P00253,Ezequiel Taylor Smith,25.0,Germany,Liverpool,CDM,10.0,0.0,0.0,1.0,0.0,11118000.0
P03246,sergio okeke,27.0,-,Atleico Madrid,MF,19.0,0.0,1.0,2.0,0.0,28105140.0
P00351,mohamed gonzalez,24.0,Sco,PSV Eindhoven,GoalkEeper,41.0,0.0,1.0,0.0,0.0,32500000.0
P01188,SEBASTIAN FERNANDEZ,20.0,🇪🇸,Paris Saint-Germain,LM,20.0,0.0,0.0,2.0,0.0,23653763.0
P01962,Mason Thomas,29.0,Denmark,Arsenal,LB,25.0,0.0,30.0,0.0,0.0,53047438.0
P00423,Sergio N. Jones,21.0,Pol,Juventus,CDM,33.0,0.0,0.0,0.0,0.0,20300000.0
P00091,Mason-Abdullah,24.0,Ned,Ajax,CDM,4.0,0.0,1.0,1.0,0.0,49450000.0
P03730,diego hernandez,21.0,United States,Napoli (loan),Midfielder,34.0,5.0,1.0,5.0,0.0,32500000.0
P02237,Ethan Anderson,25.0,Argentina,arcelona,LB,31.0,0.0,30.0,4.0,0.0,8400000.0
P00671,Adebayo Martinez,19.0,Fra,Rangres,CDM,29.0,0.0,0.0,0.0,0.0,13800000.0
P03041,Sergio-Smith,31.0,Spain,Sporting,FWD,5.0,3.0,1.0,0.0,0.0,34376000.0
P00027,Lucas OOkeke,31.0,Esp,Liverpool,CB,2.0,0.0,0.0,1.0,0.0,32500000.0
P00430,Jackson Martin,34.0,Argentina,Arrsenal,RB,6.0,0.0,0.0,1.0,0.0,18300000.0
P00684,jackson rodriguez,25.0,Argentina,Manchester United,CAM,23.0,0.0,1.0,5.0,0.0,55624433.0
P04464,Ezequiel Okeke,24.0,Portugal,Feyenoord (loan),FWD,9.0,2.0,1.0,0.0,0.0,31600000.0
P03946,chukwu miller fernandez,29.0,Usa,Paris Saint-Germain,DEF,15.0,1.0,0.0,4.0,0.0,32500000.0
P03524,Yusuf B. Brown,31.0,Arg,Zamalek,DEF,18.0,0.0,1.0,0.0,0.0,21823413.0
P01542,Logan Hernandez,22.0,Scotland,Zamalek,CAM,0.0,0.0,0.0,0.0,0.0,41191230.0
P02032,Diego Jackson,35.0,Pl,PSV Eindhoven,ST,70.0,6.0,0.0,3.0,0.0,45620000.0
P02233,Ethan Lopez,34.0,Sweden,PSV Eindhoven,LB,26.0,0.0,0.0,0.0,0.0,18379590.0
P04121,adebayo mensah,26.0,Dnk,Juventus,Goalkeeper,20.0,0.0,20.0,0.0,0.0,47600000.0
P03236,Ahmed Miller,30.0,France,Zamalek,FWD,11.0,0.0,0.0,2.0,0.0,30313433.0
P00255,William Jones,27.0,Poland,Inter Milan,ST,25.0,9.0,0.0,10.0,0.0,33172000.0
P01030,Lucas-Taylor,24.0,Eng,Porto,Goalkeeper,37.0,0.0,1.0,4.0,0.0,43438000.0
P04393,jacob costa miller,25.0,Côte D'Ivoire,Roma,FWD,22.0,9.0,1.0,6.0,0.0,93808761.0
P03801,Henry Z. Miller,26.0,Nigeria,Inter Milan,GK,70.0,0.0,1.0,0.0,0.0,24066000.0
P04311,Benjamin Schmidt,20.0,Ned,Chelsea,CAM,17.0,0.0,0.0,2.0,0.0,44638000.0
P02510,Daniel Smith,26.0,Fra,Benfica,LB,0.0,0.0,0.0,0.0,0.0,32500000.0
P02293,Andres Smith,26.0,Germany,Al Ahly,CAM,12.0,0.0,1.0,2.0,1.0,31819027.0
P01324,diego santos,26.0,Deu,Sporting,ST,22.0,7.0,3.0,5.0,0.0,46650000.0
P01551,Levi Nguyen,22.0,Eng,Sevilla,GK,70.0,0.0,0.0,7.0,0.0,32500000.0
P04648,William Müller,35.0,Argentina,Paris Saint-Germain,LM,17.0,0.0,0.0,2.0,0.0,24700000.0
P00316,michael müller,25.0,Fra,Lazio,Forward,7.0,3.0,1.0,1.0,0.0,32500000.0
P01243,carlos rossi,23.0,Wales,Porto,CDM,21.0,0.0,0.0,4.0,0.0,22600000.0
P02451,LucasR ossi,20.0,Po Land,Sevilla,CB,16.0,1.0,0.0,1.0,0.0,39300000.0
P01579,Henry-Silva,25.0,Usa,Ajax,Defender,5.0,0.0,0.0,1.0,0.0,17000000.0
P04626,Michael Okeke,29.0,Iory Coast,Celtic,LM,35.0,0.0,4.0,8.0,0.0,58398000.0
P03117,michael moore,16.0,Deu,Lazio,MF,4.0,0.0,1.0,0.0,0.0,20140134.0
P00070,Lucas Y. Smith,33.0,Eng,Liverpool,RM,28.0,0.0,1.0,30.0,0.0,23040000.0
P00860,Mason Müller,18.0,Deu,C eltic,GK,11.0,0.0,0.0,2.0,0.0,42157000.0
P02754,Elijah Silva,25.0,Ghana,Roma,CB,24.0,1.0,50.0,1.0,0.0,32500000.0
P01633,Jacob Anderson,20.0,Ned,Sevilla,DEF,15.0,1.0,0.0,0.0,0.0,32500000.0
P01651,Benjamin-Fernandez,28.0,Por,Sporting,LM,33.0,0.0,5.0,4.0,0.0,28007233.0
P03861,Jacob T. Thomas,25.0,France,Arsenal,Forward,15.0,5.0,3.0,0.0,0.0,16239999.999999998
P03107,Sammuel F. Khan,25.0,Brazil,Juventus,DEF,1.0,0.0,0.0,1.0,0.0,7331402.0
P01075,Hassan-Kowalski,24.0,Deu,Juventus (loan),DEF,10.0,0.0,1.0,1.0,0.0,32500000.0
P04002,Cukwu T. Kowalski,19.0,Argentina,Feyenoord,LB,40.0,0.0,0.0,1.0,0.0,20400000.0
P00788,Elijah  O'Neill,25.0,Ghana,Chelsea,MF,21.0,0.0,0.0,0.0,0.0,32500000.0
P02606,Lucas Okeke,24.0,Ned,Rangers,FWD,0.0,1.0,0.0,1.0,0.0,32500000.0
P03631,DIEGO MOORE,26.0,Nigeria,Sevilla,MF,17.0,1.0,0.0,1.0,0.0,41000000.0
P02122,Carlos Khan,27.0,Unknown,PSV Eindhoven,CAM,1.0,0.0,0.0,1.0,0.0,32500000.0
P01875,Ibrahim I. Rossi,28.0,Brazil,PSV  Eindhoven,cB,70.0,0.0,1.0,4.0,0.0,32500000.0
P00812,Carlos Brown,25.0,Usa,Porto,GK,36.0,0.0,0.0,4.0,0.0,46370000.0
P00388,James Martin,20.0,Usa,Chelsea,Forwrd,18.0,5.0,0.0,2.0,0.0,32500000.0
P02883,William Santos,25.0,Poland,AC Milan,LB,23.0,0.0,1.0,1.0,0.0,10500000.0
P01176,daniel fernandez,31.0,Fra,S porting,CDM,22.0,0.0,2.0,1.0,0.0,32500000.0
P03198,Ezequiel Khan,25.0,Pol,Benfica,RM,29.0,0.0,0.0,6.0,0.0,32500000.0
P02624,levi martin,25.0,Brazi,R oma,CB,0.0,0.0,0.0,1.0,1.0,23510000.0
P01352,Noah Rossi,25.0,Arg,Celtic (loan),CB,38.0,0.0,10.0,4.0,0.0,46397000.0
P00411,Henry O. Müller,25.0,Bra,Atletico Madrid,CDM,21.0,0.0,1.0,1.0,0.0,15600000.0
P04213,Sergio Garcia,25.0,Edu,Celtic,Midffielder,15.0,2.0,0.0,4.0,0.0,27293242.0
P00110,Mateo-Gonzaleez,33.0,Denmark,Feyenoord,Goalkeeper,0.0,0.0,0.0,4.0,0.0,32500000.0
P04996,Jacob Davis,24.0,United States,Sporting,CB,25.0,1.0,0.0,2.0,0.0,27200000.0
P03430,Omar Davis,21.0,Esp,Chelsea,LB,16.0,0.0,0.0,0.0,0.0,20530000.0
P02810,Lucas Okeke Wilson,23.0,Fra,Arsenal,RB,1.0,0.0,0.0,1.0,0.0,32500000.0
P02595,Noah Davis,25.0,Portugal,Paris Saint-Germain,DEF,0.0,0.0,2.0,2.0,0.0,32500000.0
P02837,Andres Ali,25.0,Unknown,Sevilla,FWD,0.0,8.0,0.0,2.0,0.0,32500000.0
P02373,Adebayo Khan,25.0,Wal,Ajax,CAM,18.0,0.0,0.0,5.0,0.0,32500000.0
P01236,Mohamed Garcia,20.0,Argentina,Al Ahly,CAM,15.0,0.0,0.0,2.0,0.0,32500000.0
P02147,Chukwu Anderson,26.0,Unknown,Rangers,GK,25.0,0.0,2.0,2.0,0.0,34600000.0
P04976,mason-jones,26.0,Fra,Manchester City,DEF,25.0,1.0,20.0,0.0,0.0,32500000.0
P00600,William Brown,26.0,Sco,Chelsea,Defender,15.0,0.0,0.0,3.0,0.0,21150000.0
P01435,James  Anderson,25.0,Ngr,Arsenal,CB,13.0,0.0,0.0,1.0,0.0,32500000.0
P04997,Sebastian Anderson,25.0,Dnk,Porto,Forward,15.0,4.0,2.0,4.0,0.0,25126211.0
P00539,ivan costa,25.0,Unknown,Ajax,Midfielder,16.0,2.0,0.0,3.0,0.0,56634976.0
P00722,Yusuf gonzalez,27.0,Eng,Barcelona,Goalkeeper,18.0,0.0,1.0,1.0,0.0,32500000.0
P04411,Chukwu F. Jones,19.0,Scotland,Rangers,MF,0.0,1.0,2.0,3.0,0.0,28582000.0
P01873,Adebayo Silva,21.0,Arg,Rangers,DEF,5.0,0.0,1.0,0.0,0.0,32500000.0
P02846,Mohamed Mensah Brown,22.0,Ivory Coast,Ajax,ST,13.0,6.0,0.0,0.0,0.0,51240000.0
P02054,Liam X. Santos,22.0,Esp,Arsenal,CDM,70.0,0.0,0.0,1.0,0.0,32500000.0
P02908,Sebastian Costa,23.0,Eng,PSV Eindhoven,CDM,17.0,0.0,0.0,2.0,1.0,37574994.0
P02255,lucas jackson,21.0,Hg,Borussia Dortmund,RM,37.0,0.0,1.0,3.0,1.0,32500000.0
P03913,Ibrahim Rodriguez,25.0,Ghana,Juvenuts,CB,21.0,0.0,0.0,6.0,0.0,32500000.0
P00178,Hassan Wilson,22.0,Unknown,Tottenham (loan),Forward,24.0,6.0,0.0,5.0,0.0,53500000.0
P02891,Diego Jones,25.0,Eng,Roma,CAM,45.0,0.0,6.0,5.0,0.0,17363000.0
P03674,Yusuf Davis,22.0,Usa,Real Madrid,GK,2.0,0.0,1.0,0.0,0.0,46691000.0
P00081,Mason Okeke,24.0,Ned,AC Milan,Goalkeeper,0.0,0.0,2.0,1.0,0.0,23607000.0
P02562,Nicolas Rodriguez,30.0,Eng,Arsenal,Forward,0.0,2.0,1.0,0.0,0.0,15780000.0
P01724,Marco Taylor,25.0,Eng,Poorto,CDM,0.0,0.0,0.0,1.0,0.0,32500000.0
P01618,Mohamed Ali,19.0,England,Al Ahly (loan),Forward,26.0,7.0,0.0,2.0,0.0,48364106.0
P01655,Mason Hernández Jones,27.0,Ivory Coast,Ajax,Defneder,18.0,0.0,0.0,3.0,0.0,47029724.0
P02329,Mateo Mensah,19.0,- -,Atletico  Madrid,F WD,16.0,5.0,2.0,3.0,0.0,56383000.0
P04614,YUSUF POPOV,21.0,Netherlands,Porto,RB,35.0,0.0,2.0,1.0,0.0,42120000.0
P00222,nicolas smith,29.0,Swe,Benica,RB,0.0,0.0,2.0,3.0,0.0,42004637.0
P00094,diego smith,27.0,Unknown,Rangers,LB,28.0,0.0,3.0,0.0,0.0,32500000.0
P02610,Levi  Schmidt,21.0,Unknown,Arsenal,FWD,28.0,6.0,0.0,20.0,0.0,32500000.0
P03383,Lucas-Mensah,23.0,United States,Paris Saint-Germain,CB,26.0,0.0,3.0,4.0,0.0,32500000.0
P04416,Liam W. Gonzalez,26.0,Spain,Soprting,Defender,16.0,0.0,3.0,2.0,0.0,40400000.0
P01398,Kofi Popov,22.0,Po Land,Bayern Munich,LB,25.0,0.0,2.0,4.0,0.0,17996000.0
P04687,Andres Costa,16.0,United States,Feyenoord,Defender,0.0,0.0,0.0,3.0,0.0,32500000.0
P01293,Samuel Schmidt,29.0,Argentina,Manchester City,CAM,1.0,0.0,0.0,1.0,0.0,13243290.0
P02165,Samuel Schmidt,25.0,Portugal,BenfiCa,MF,16.0,2.0,0.0,3.0,0.0,31200000.0
P02940,Ivan Schmidt,29.0,Fra,Atletico Madrid,CB,16.0,0.0,3.0,30.0,0.0,34181000.0
P03669,Andres Anderson,25.0,Nd,Barcelona,MF,28.0,2.0,0.0,11.0,0.0,21500000.0
P00813,Chukwu Costa,25.0,United States,Rangers (loann),FWD,1.0,2.0,0.0,1.0,0.0,33213577.0
P01259,Liam H. Garcia,25.0,Wales,Arsenal,Forward,0.0,5.0,0.0,10.0,0.0,32500000.0
P00890,Luis Russo,27.0,Nigeria,Barcelona,MF,28.0,2.0,2.0,1.0,0.0,20473571.0
P01452,Kofi W. Moore,30.0,Argentina,Borussia Dortmund,ST,6.0,2.0,1.0,0.0,0.0,22141000.0
P03317,Andres Martinez,21.0,Argentina,AC Milan,CDM,20.0,0.0,1.0,3.0,0.0,32500000.0
P02560,Levi Taylor,27.0,Unknown,Manchester City,CAM,1.0,0.0,0.0,1.0,0.0,32500000.0
P03575,Liam Popov,20.0,Wales,Atletico Madrid,Goalkeeper,0.0,0.0,2.0,2.0,0.0,32500000.0
P02681,Hassan KowalSki,25.0,Sco,AC Milan,Midfielder,10.0,0.0,1.0,2.0,0.0,14003191.0
P04652,Diego Martinez,24.0,Eng,Paris Saint-Germain,LB,7.0,0.0,0.0,10.0,0.0,26100000.0
P04812,Yusuf N. Gonzalez,26.0,United States,Chelsea,Goalkeeper,5.0,0.0,0.0,0.0,0.0,39976353.0
P04680,CHUKWU M. BROWN,24.0,Brazil,Bayern Munich,CB,29.0,1.0,0.0,0.0,0.0,34182000.0
P02965,Chukwu Martinez,24.0,Scotland,Juventus,Midfielder,6.0,0.0,0.0,2.0,0.0,32500000.0
P02673,Samuel Smith,27.0,Poland,Tttenham,CB,27.0,0.0,2.0,2.0,0.0,32500000.0
P00562,Mateo Okeke,18.0,France,Real Madrid,FWD,24.0,10.0,1.0,3.0,0.0,32500000.0
P02779,luis moore,29.0,Fra,Manchester United,ST,23.0,9.0,1.0,2.0,0.0,55100000.0
P02949,MasOn Jackson,25.0,Unknown,Porto,GK,22.0,0.0,1.0,2.0,0.0,39100000.0
P02818,Elijah A. Brown,26.0,England,Tottenham,CB,16.0,0.0,1.0,0.0,0.0,19924876.0
